"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000067167.6"	24504.5959817343	-0.6058072550878	0.204661114437204	-2.96005060244934	0.00307588515545858	0.0281263226015772
"ENSG00000070182.16"	572.048220389156	0.863732995700349	0.245026341745613	3.52506179354821	0.000423384016748954	0.00561453888673441
"ENSG00000075303.11"	2185.58931251883	-0.681277707547617	0.20755465318687	-3.282401512503	0.00102926933421166	0.0117213858171414
"ENSG00000077458.11"	2589.46234848973	-0.860043025803912	0.157921494373918	-5.44601625772074	5.15104304810524e-08	1.8663371244798e-06
"ENSG00000077498.8"	3.14615117861095	2.29203904594547	0.79653429194374	2.87751458929951	0.00400821375605483	0.0345708436459729
"ENSG00000078328.18"	17.4521521064877	1.40060865416186	0.479351483034559	2.92188238428979	0.00347922899145821	0.0309564689972076
"ENSG00000081087.13"	3434.6063789042	-0.619934534237218	0.203890741402204	-3.04052322324096	0.00236167477864631	0.0228056010545723
"ENSG00000084093.14"	6348.21318860555	0.649234205107096	0.180357731088223	3.59970266419862	0.000318581255831286	0.00444422776459286
"ENSG00000085224.19"	16216.4227077677	1.04742418407844	0.205458385618721	5.09798702508157	3.4328434200201e-07	1.07705462303131e-05
"ENSG00000091656.14"	569.949235797996	1.380184487436	0.438410578040393	3.14815507783855	0.00164304501585953	0.017197097706041
"ENSG00000092054.12"	92.6943679199394	3.2387188622849	1.163717060907	2.78308101778679	0.00538453584785649	0.0437507747356446
"ENSG00000092140.13"	1629.15049815955	-0.590987348087016	0.131836707679453	-4.48272228948511	7.36968102358164e-06	0.000168495717026284
"ENSG00000092377.12"	19.6877009412255	7.8606459004336	2.27048518085407	3.46209962818464	0.000535978709719823	0.00683317670421544
"ENSG00000092853.12"	743.95683178216	0.951244915052291	0.258606718615762	3.67834571407889	0.000234751626793433	0.00344110319461318
"ENSG00000095209.10"	961.49496598634	-0.988268390620573	0.262721931436079	-3.76165166424646	0.000168795019320601	0.00260317091684193
"ENSG00000096092.5"	1683.48990332287	-0.670686567426562	0.123853179279881	-5.41517441317316	6.12289921884082e-08	2.19777184603325e-06
"ENSG00000099385.10"	6188.04543350274	0.906576337666835	0.286762302721018	3.16142090178714	0.00157001452470205	0.016574874461027
"ENSG00000099725.13"	947.178735553678	5.58061318279513	1.78988501253787	3.11786128366001	0.00182168521689507	0.0185805455073061
"ENSG00000099822.2"	51.0293126173671	1.64716297770274	0.337475897664866	4.88083145818748	1.05639497942188e-06	2.96047000786529e-05
"ENSG00000100095.17"	44.8989565474059	0.738282630500456	0.245083336459505	3.01237383644988	0.00259213159821315	0.0245116719352736
"ENSG00000100154.13"	6409.30916512134	0.758056587404594	0.27335921015421	2.77311522438535	0.00555224574934246	0.0447460884750405
"ENSG00000100156.9"	119.973099230976	0.946550670940653	0.327869798841497	2.88697121322311	0.00388969816481008	0.0337418895649115
"ENSG00000100387.8"	6466.84374471175	-0.593394883815829	0.153247956638674	-3.87212264901469	0.000107891633952843	0.00177200114597371
"ENSG00000100744.13"	1907.95803781233	-0.679764674169955	0.23751214067681	-2.86202074653073	0.00420949351345734	0.035904564471592
"ENSG00000101166.14"	4625.33221999523	-0.597439167669037	0.214337547604647	-2.78737521421601	0.00531369146132005	0.0432868402721552
"ENSG00000101470.8"	116.955250610142	2.0657843696651	0.643420718370284	3.21062768214476	0.00132445414350519	0.0143678179213069
"ENSG00000101888.10"	2168.77624052852	-0.599986882565352	0.204441066368919	-2.93476693905843	0.00333798300565108	0.0299536412823166
"ENSG00000102471.12"	4003.62461056545	-0.644438354190359	0.169721919297472	-3.79702490319384	0.000146443082615479	0.00230149523395416
"ENSG00000104221.11"	1945.90927006141	-0.818093105097519	0.107208481839853	-7.63086176632533	2.33189616472406e-14	2.34802963237535e-12
"ENSG00000104427.10"	2024.8539744315	-0.911332467177911	0.147055293344222	-6.19720954243175	5.7472965054609e-10	2.98463053007728e-08
"ENSG00000104833.9"	75.2764515918063	1.26429913424148	0.248082597255544	5.0962830453567	3.46387114213596e-07	1.08482430941506e-05
"ENSG00000104848.1"	9.45416366267171	1.9485530705514	0.555436711575779	3.50814598664775	0.000451241356691149	0.005931726039115
"ENSG00000104879.4"	461.752852052935	2.93930219495918	0.815870920757821	3.60265591060533	0.000314982359629512	0.00440868093114286
"ENSG00000104941.6"	5.88705738153534	2.65524574615023	0.850796425836049	3.12089433561149	0.00180302716722821	0.018471829345889
"ENSG00000105392.14"	7.89129067491486	-3.2851216216626	0.778605815726142	-4.21923591541484	2.45131666687777e-05	0.000488542616267619
"ENSG00000105464.3"	211.788810615618	1.1591842368909	0.337749321436106	3.43208457669749	0.000598960734560928	0.00749252507176649
"ENSG00000105605.6"	7.94677103268787	5.77724882857491	1.28983448732285	4.47906214739694	7.49717055907199e-06	0.000170846706463905
"ENSG00000105855.8"	1440.52169767347	-0.857234764758091	0.301986065215065	-2.8386566914854	0.00453038701169315	0.0380697586877796
"ENSG00000105866.12"	1252.31929717592	-0.675983065116555	0.213507105925046	-3.16609164921127	0.00154502106103759	0.016351677811614
"ENSG00000105988.6"	10.8354857262351	1.39228100090677	0.485875673369401	2.86550876534263	0.00416339746694019	0.0355655477161944
"ENSG00000106460.17"	5383.72941024351	-0.624568377525104	0.174845168695212	-3.57212259386957	0.000354099570442025	0.00485946946155739
"ENSG00000106701.10"	1134.67316212196	-0.929472982000858	0.323820995557454	-2.87032957946652	0.00410044162544291	0.0351417085278439
"ENSG00000107890.15"	3414.27357193531	1.29199155636627	0.197893739339652	6.52871364540128	6.63369382826059e-11	4.06686525350956e-09
"ENSG00000108106.12"	4363.40585292869	0.75143358728117	0.189185067375195	3.97194978285953	7.12867495955541e-05	0.00125024325695737
"ENSG00000108785.7"	52.755052843852	-1.31896891061923	0.372235912087418	-3.54336824521508	0.000395050653726231	0.00529557451384257
"ENSG00000109061.9"	251.028738584666	8.28464454545742	2.07318161774833	3.99610167991713	6.43940847741403e-05	0.0011461882365913
"ENSG00000110422.10"	8655.62649955626	-0.634693694232917	0.173541838037637	-3.65729498667213	0.000254890982454657	0.00368793393912464
"ENSG00000110427.13"	191.066013639496	2.0012370443564	0.626430020705589	3.19466976072168	0.00139990926601996	0.0150673026466466
"ENSG00000111325.15"	2796.87460985923	-0.64288656607734	0.205173791160549	-3.13337567357363	0.00172808109584404	0.0178945509709554
"ENSG00000111711.8"	3245.10820656643	-0.625670908489345	0.196540424308631	-3.18342097148851	0.00145545838178947	0.0155551272534476
"ENSG00000112739.15"	13300.3002528162	0.618549457824618	0.168064706733202	3.68042446179107	0.000232846031362199	0.00342252158136883
"ENSG00000112761.17"	46.3418545448802	-0.783671358040116	0.243812760897495	-3.21423437869026	0.00130792864281599	0.0142245993495441
"ENSG00000113262.13"	163.818414743622	0.902852874260963	0.283886813125565	3.18032692086203	0.00147108987658215	0.0157028077488605
"ENSG00000113520.9"	3.94868953038435	-2.34071298044494	0.726950310162346	-3.21990780899756	0.0012823182770731	0.0140249259492448
"ENSG00000113638.11"	1327.69532182169	-0.602955587403543	0.155237291656453	-3.88408984059005	0.000102713925629892	0.00169661657413838
"ENSG00000114331.11"	5543.73181515626	-0.619230879931235	0.17249650699726	-3.58981692273381	0.000330910289598077	0.00458618930159166
"ENSG00000114374.11"	980.801084709343	13.2424263565476	2.45001592157403	5.40503685708291	6.47950677683393e-08	2.31856565842948e-06
"ENSG00000114786.14"	168.509249159285	-1.90575277689404	0.602656002985403	-3.16225635761268	0.00156551678661245	0.0165324300166714
"ENSG00000115266.10"	197.219696690135	1.63224319167308	0.382721540942858	4.26483230510608	2.00052397693476e-05	0.000409056372568277
"ENSG00000115271.9"	3000.93426466415	-0.857909788989786	0.230396140637251	-3.72362916590921	0.000196379317074307	0.00294512333432999
"ENSG00000115295.18"	2211.16827773211	-0.732595233961744	0.181770142890211	-4.03033865910657	5.56965483856571e-05	0.00100742404333284
"ENSG00000115355.14"	10156.8286840355	0.642693766918875	0.205683285337198	3.12467668855659	0.00178000584697302	0.0182900749117328
"ENSG00000116035.2"	42.4462799698483	1.34660970039767	0.464809024023585	2.89712469164398	0.00376600039788734	0.0328498417985448
"ENSG00000116652.6"	38.2759746989537	0.931018017136306	0.336484796559724	2.7668947502389	0.00565930227831529	0.0453034847488836
"ENSG00000116748.18"	10.9408684207326	4.2432959022566	1.13570192771266	3.73627604102313	0.00018676563861949	0.00282373993474548
"ENSG00000117242.7"	1315.58274907845	0.704487062138436	0.166884909201923	4.22139464561197	2.4279542872542e-05	0.000484444012683819
"ENSG00000117523.14"	26595.6461778005	0.599207384312863	0.169049467678469	3.54456830028328	0.000393256602160317	0.00527560890225758
"ENSG00000117691.8"	3968.5785426503	0.626398185461554	0.220573015693887	2.83986771224488	0.00451322457574131	0.0379531616544131
"ENSG00000118407.13"	3619.87849208943	0.940112308606506	0.30485272574437	3.0838245133318	0.00204358099662629	0.0202475854007842
"ENSG00000119004.13"	4949.01971421358	0.747150535630223	0.190609057036796	3.91980605352865	8.86202565007446e-05	0.00149564729997502
"ENSG00000119737.5"	168.114259609693	1.58066056574942	0.168390912897663	9.38685193012789	6.18203360383062e-21	1.25224140333032e-18
"ENSG00000120068.6"	41.7214976294299	2.78363853374593	0.709041704403801	3.92591651020944	8.64001226068904e-05	0.00146394310369467
"ENSG00000120094.6"	8.2221763882945	2.36453682287273	0.608126420089713	3.88823235557486	0.000100976936798885	0.00167271120843604
"ENSG00000120159.10"	2471.28574677315	-0.600234363627678	0.152620017954047	-3.93286786146497	8.39383846414273e-05	0.00142942859744826
"ENSG00000120215.8"	53.6668361943505	1.41338456841688	0.2527477146563	5.59207655087554	2.24369850651221e-08	8.71269381934639e-07
"ENSG00000120329.6"	11.3746559538465	2.6714399119305	0.814000233219433	3.28186627338515	0.00103122498087866	0.0117344188198669
"ENSG00000120555.12"	30.1214270922203	-1.13613367326995	0.367746448327431	-3.08944839151342	0.00200528542129185	0.0199537708769626
"ENSG00000120992.16"	6275.47645272144	-0.719052332783022	0.259598432491646	-2.76986392360501	0.00560797163631366	0.045090278908689
"ENSG00000121905.8"	54.0786593548173	-1.47869870990981	0.478822777219486	-3.08819626020421	0.00201375431553769	0.0200265351655453
"ENSG00000122180.4"	3.25768733606539	3.16272686819296	1.03639878092713	3.05165050981987	0.00227586916956298	0.0221429483950737
"ENSG00000122483.16"	772.601341718315	0.676421795003205	0.195793491232703	3.45477161035588	0.000550759155037746	0.00698286808645587
"ENSG00000122691.11"	219.974029427962	1.05076384240335	0.340084396528412	3.0897149446713	0.00200348679190846	0.0199473341472047
"ENSG00000122718.5"	4.5581213371156	5.47224253059547	1.28875329801384	4.24615210609278	2.17473023472774e-05	0.000439744926272619
"ENSG00000123009.4"	17.1397653636779	1.25106482667301	0.44982479939658	2.7812268873376	0.0054153875032879	0.0439190335609661
"ENSG00000123200.15"	11848.9107680915	0.698581584727937	0.15076902715461	4.63345554396631	3.59612011855306e-06	8.91642152229356e-05
"ENSG00000123219.11"	1048.36124037469	-0.793829892039058	0.287451204528778	-2.76161616139474	0.00575160524858814	0.0458541148885156
"ENSG00000124171.7"	1688.31410449767	-0.710753799487622	0.139695970884279	-5.08786184016999	3.6212301753019e-07	1.12495220459289e-05
"ENSG00000124194.14"	13.6779206123714	1.68880268327147	0.464179101003541	3.63825661176975	0.000274489860155992	0.00392559032868838
"ENSG00000124208.16"	103.240623885109	-2.65388052473158	0.860311411459615	-3.08479056465028	0.00203695534027826	0.0202036315065771
"ENSG00000124253.10"	13.1980729379445	2.43699961261872	0.729801086377231	3.33926553153833	0.000840002290495974	0.00990670729935293
"ENSG00000124701.5"	96.2300418810797	0.826560148346852	0.226514582776151	3.6490372417377	0.000263224946460677	0.00379109592328688
"ENSG00000124835.2"	4.06896198915778	3.36923934957075	0.97010992841499	3.47304903380956	0.000514581333703599	0.00661448471324638
"ENSG00000125954.11"	74.3876935984102	-1.77603115178761	0.308979828902116	-5.74804885515763	9.02791565561108e-09	3.84163319998841e-07
"ENSG00000127362.2"	1.96842738169	5.17862731521492	1.58041165886438	3.27675848641617	0.00105006147036576	0.011905737875787
"ENSG00000127364.3"	121.58634776975	0.61628259793504	0.214444815955451	2.87385169554794	0.00405499323861523	0.0348638173853021
"ENSG00000127528.5"	6437.42616908161	1.23435722731029	0.335388976508067	3.68037506826227	0.000232891141731229	0.00342252158136883
"ENSG00000127589.4"	74.9140641285593	1.54117490158589	0.316817520543296	4.86455073236796	1.14717080918252e-06	3.1890611949008e-05
"ENSG00000127914.15"	22387.7825607567	0.857174143531644	0.161345260374659	5.3126701183611	1.08030496044839e-07	3.6757959941072e-06
"ENSG00000128617.2"	27.6695055598753	-2.06428873321647	0.396111987175012	-5.21137658049319	1.87444524570706e-07	6.11941888980216e-06
"ENSG00000128692.8"	198.503365027694	1.53356261928408	0.272170105049177	5.63457408008492	1.7549151284698e-08	7.06001744714715e-07
"ENSG00000128791.10"	5707.44986959813	-0.662990995567414	0.186668379233971	-3.55170489125219	0.000382743870350924	0.00517264228685732
"ENSG00000129038.14"	5798.87489385044	1.58894256975303	0.502810791894955	3.16012025868567	0.00157704031751779	0.0166389042090104
"ENSG00000129159.6"	24.1827366651982	1.14193078804365	0.354712773095285	3.21931115724693	0.00128498966934132	0.0140452736404685
"ENSG00000129170.7"	8.66522632006214	3.42434854399631	1.15708296880133	2.95946672479654	0.00308171980700665	0.028164804927466
"ENSG00000129204.15"	507.571174210214	-0.799869222416697	0.285865475449448	-2.7980616447618	0.0051410299787774	0.0421678892741869
"ENSG00000129824.14"	6714.79550413118	29.5957829497751	3.74811225293754	7.89618371930557	2.87572711501843e-15	3.23407259123403e-13
"ENSG00000130119.14"	1658.45015903172	0.846618913536576	0.19150404860055	4.42089302927741	9.82938271205151e-06	0.000216446381678347
"ENSG00000130522.5"	17118.6655302596	1.08784477983444	0.368342528273348	2.95335101524619	0.00314344301991802	0.0286408751792711
"ENSG00000130643.7"	30.5342787207703	0.928669634781406	0.268486058255677	3.45891194803509	0.000542362179771047	0.00689913374326461
"ENSG00000130748.6"	1742.83853181087	1.32534012094585	0.294556813640005	4.49943800168082	6.81333465647137e-06	0.000157333523887237
"ENSG00000130818.9"	2192.3951407533	0.660611793415856	0.178311490520966	3.70481897428916	0.000211541754745484	0.00314479969994595
"ENSG00000130943.6"	36.6952644198868	1.11930657044135	0.257778614080209	4.34212347069672	1.41112188467008e-05	0.000297676247510367
"ENSG00000131002.10"	1078.88392294635	27.1354619807551	3.74814874491551	7.23969720186939	4.496875826096e-13	3.79909231376374e-11
"ENSG00000131152.4"	82.3864608324437	-0.959595027126547	0.33349661771877	-2.87737558986505	0.00400997996144152	0.0345774672403315
"ENSG00000131730.14"	83.1994283893045	0.990773593858454	0.361694980851133	2.739251707411	0.00615792082623569	0.0482684004478732
"ENSG00000131885.15"	10.3601517483719	-1.84232214074115	0.608438408293302	-3.02795174602628	0.00246217399647067	0.0235593322899865
"ENSG00000131914.9"	5.93663747449941	1.82868298472022	0.620047648933984	2.94926202504626	0.0031853378425524	0.0289210307183041
"ENSG00000132207.16"	3164.09757967777	-1.03704527387461	0.210727506578739	-4.92126201610569	8.59879185016067e-07	2.47997462203052e-05
"ENSG00000132356.10"	7075.0816135657	-0.581534839588724	0.145796521257022	-3.98867431523655	6.64435695088649e-05	0.00117488343910586
"ENSG00000132432.12"	2800.8219960754	-0.654605276934712	0.132398047668787	-4.94422152335888	7.64487345860112e-07	2.2289825493184e-05
"ENSG00000132763.13"	1126.84523369481	0.761455973848687	0.182482017277231	4.17277266664508	3.00915149956119e-05	0.000584254426243277
"ENSG00000132846.5"	3666.05445630432	0.770890977459422	0.175730925426025	4.38676900830374	1.15046854636448e-05	0.000247977159358886
"ENSG00000132967.9"	2989.15313651806	-1.7307370916992	0.163497893482477	-10.5856843463533	3.47234016746486e-26	1.17916586981027e-23
"ENSG00000133020.4"	15.2362380819638	7.67174284375494	1.75964831667997	4.35981597631375	1.30171866317969e-05	0.00027729969898658
"ENSG00000133124.11"	31.3532922088073	1.54345117243975	0.379463724096499	4.06745381555168	4.752962468915e-05	0.000873848800415487
"ENSG00000133136.4"	8.85985117001626	2.94871985217988	0.658751374507715	4.47622572990221	7.59741581881415e-06	0.000172697773607591
"ENSG00000133226.15"	14621.3156959084	0.610798049471045	0.108664098133191	5.62097380794882	1.8988406256631e-08	7.52650402951476e-07
"ENSG00000133657.13"	5825.62738660905	-0.766485036753001	0.185850206992568	-4.1242086794321	3.72011505707046e-05	0.000707618590592018
"ENSG00000133731.8"	2440.16617518997	-0.788584891454272	0.202461400574414	-3.89498881869302	9.82032597480277e-05	0.00163066371579683
"ENSG00000134184.11"	2565.49382326223	10.9119323575118	1.92890291025675	5.65706666700986	1.53981963694668e-08	6.27485559818342e-07
"ENSG00000134602.14"	2403.10845431737	-0.644752416662029	0.22582262381892	-2.85512764734783	0.00430195347449868	0.0365223197180601
"ENSG00000134612.10"	32.073147767166	-1.19126412575919	0.280897886095898	-4.24091523904348	2.22610196157713e-05	0.000448822582916815
"ENSG00000134825.12"	5586.27423471718	-0.761397376928134	0.156418399529814	-4.86769701784992	1.12906251056052e-06	3.15085934316453e-05
"ENSG00000134970.13"	7499.889120108	-0.655643567351571	0.20234970492312	-3.24015084479946	0.0011946648178347	0.013250852777631
"ENSG00000135002.10"	2625.11845463643	-0.648947125977576	0.183318326439076	-3.5400013658386	0.000400124961224783	0.00536151969319305
"ENSG00000135312.5"	7.55728773741712	3.33696186394296	0.716763861960889	4.65559445870199	3.23047255081839e-06	8.13205728308484e-05
"ENSG00000136243.15"	3100.34633117716	-0.594918074251653	0.162218824895467	-3.66738000127307	0.000245048487929472	0.00356039829064641
"ENSG00000136531.12"	30.9875634331104	1.04898687809653	0.35634653328709	2.94372690655983	0.00324286009585204	0.029266854611809
"ENSG00000136603.12"	5241.37578147335	-0.705751628266844	0.173285411572245	-4.07277001487575	4.64572930385576e-05	0.000857318975103653
"ENSG00000136732.13"	6883.76078658584	0.650401328919857	0.237075938452333	2.74343036735728	0.00608009417504765	0.0477989791273946
"ENSG00000136783.9"	3377.33446960674	-0.666356240555009	0.12463457668115	-5.34647975143956	8.96813085187077e-08	3.106381164471e-06
"ENSG00000136810.11"	10896.5450297074	-0.596205688243574	0.212331533645543	-2.80789988188403	0.00498657270085542	0.0411936334872955
"ENSG00000137285.9"	635.41140868657	0.92575767340303	0.259637174877581	3.56558213915062	0.000363049430808517	0.00495871694966302
"ENSG00000137878.15"	591.67307957346	1.79295832109681	0.517457772111873	3.46493649864278	0.000530356693154536	0.00678128281191836
"ENSG00000138079.12"	111.557757740603	0.776027683755667	0.227553500996756	3.41030869820249	0.000648893882124372	0.00799018353680199
"ENSG00000138347.14"	7.82347642844814	1.76128123945872	0.51640786091238	3.41063986970864	0.000648106327336017	0.00798332395670873
"ENSG00000138448.10"	7299.65346337346	-0.594570114337244	0.19117912867327	-3.11001581848079	0.001870773249041	0.0189584095378239
"ENSG00000138653.8"	5.13891034419356	1.75695214369482	0.641462019779984	2.7389807806508	0.00616299761178203	0.0482863404833535
"ENSG00000138660.10"	2478.82909444644	-0.739316107030421	0.168798917983932	-4.37986283241932	1.18754036760693e-05	0.00025564961624095
"ENSG00000139163.14"	7806.98967285697	-1.00735576809478	0.168062739216905	-5.99392686795775	2.04833516122506e-09	9.84053166636804e-08
"ENSG00000139239.7"	145.183117585503	0.777571290603737	0.182107856776449	4.2698393378945	1.95613824499606e-05	0.000401164692304165
"ENSG00000139797.7"	8.21742574543792	2.02431612512957	0.593336673757542	3.41174954231259	0.000645473904029389	0.00795655697073665
"ENSG00000139908.13"	178.529138081364	0.731924593952119	0.265887346097532	2.75276204262702	0.00590948321464061	0.0468082962700026
"ENSG00000139921.11"	5933.50646374634	-0.702941283760217	0.201345997569067	-3.49121061380467	0.000480837046439877	0.00625901300811141
"ENSG00000140323.5"	116.992834424804	1.1055626466938	0.278612018563891	3.96810824024187	7.24454300702578e-05	0.00126735596301696
"ENSG00000140557.10"	64.2855005233121	1.39163377010286	0.392128553995497	3.54892230092184	0.000386811199772511	0.00521540145493197
"ENSG00000140675.11"	552.955845219551	-1.39134480420126	0.221224582975138	-6.28928659505089	3.18928201388698e-10	1.72340640244956e-08
"ENSG00000140836.13"	8331.3547588692	0.684535056955712	0.171615598269825	3.98876945835333	6.64169300099158e-05	0.00117488343910586
"ENSG00000141028.6"	20.2621851520882	-1.81986184555727	0.402560808288516	-4.5207129161291	6.16317220723682e-06	0.000144145819658521
"ENSG00000141837.17"	572.137818762419	0.957014075263505	0.290429294590638	3.29517060809042	0.000983619426648788	0.0113116234064611
"ENSG00000141965.4"	2676.96990490124	1.34510584116373	0.23946800584296	5.61705868150853	1.94235471435766e-08	7.68028340136081e-07
"ENSG00000143631.10"	34.9999931572955	1.6814216923747	0.585788714369973	2.87035521703947	0.00410010914196987	0.0351417085278439
"ENSG00000143632.13"	630.345126252829	6.1958067910452	1.01038990734186	6.1320948932924	8.67293427463888e-10	4.40488412617216e-08
"ENSG00000143858.10"	210.768416737264	0.995067434805908	0.285204558947094	3.48896047973235	0.000484902834241257	0.00630246317915523
"ENSG00000144339.10"	97.6851175064121	3.9458778724511	0.549194046108009	7.18485187597075	6.7280088674717e-13	5.52238794197831e-11
"ENSG00000144366.14"	2331.68121980357	-0.681607471299159	0.201885318761711	-3.3762111850425	0.000734914853972045	0.00886967969055181
"ENSG00000144674.15"	11596.519927865	0.950350425322345	0.211585232787723	4.49157255825979	7.06992062651589e-06	0.000162284897721178
"ENSG00000144785.7"	1204.65897338996	-0.666421255429251	0.22705613209773	-2.93505068227978	0.00333493211523277	0.0299417777624243
"ENSG00000144868.12"	1544.87989755971	0.738255150664748	0.261561924729276	2.8224870704284	0.00476527434495536	0.0397159703466227
"ENSG00000145354.8"	3179.58646432744	-0.819868326224153	0.208130176013226	-3.93920930606454	8.17505879941962e-05	0.00140043366317654
"ENSG00000145721.10"	37.717467292323	1.78381915718411	0.636336497934152	2.80326393814471	0.0050588250573607	0.0416467715422019
"ENSG00000146049.1"	32.0730241892666	1.53846662536314	0.377772602062346	4.07246744990055	4.6517702658602e-05	0.000857976669163289
"ENSG00000146677.7"	177.46075647773	2.8128173371348	0.306511871088342	9.17686263552287	4.4383391786071e-20	7.92449445714396e-18
"ENSG00000147421.16"	2898.28027596211	0.922251224762301	0.250042316683109	3.68838057892062	0.00022568590800815	0.0033307662895553
"ENSG00000149452.14"	16.0030533884122	3.44561085821242	0.835663244799858	4.12320498676192	3.73636909930078e-05	0.000710320268175524
"ENSG00000150627.14"	349.050451266488	-0.609271076843286	0.161988435887075	-3.76120106047583	0.00016909943322221	0.00260438691327298
"ENSG00000150967.16"	1213.59427014403	0.813778900427046	0.180248843180398	4.51475241709369	6.33907788379554e-06	0.000147761089999266
"ENSG00000151151.5"	1088.47320356282	-0.897655349303546	0.221616106788581	-4.05049688089637	5.11089909318608e-05	0.00093321730516489
"ENSG00000151229.11"	1026.32253012357	-0.696273011906949	0.166137806015313	-4.19093660020267	2.77805286113102e-05	0.000544882191414814
"ENSG00000151846.8"	445.741561493076	5.26057860052386	0.691857158537635	7.60356171155769	2.88089777678807e-14	2.84297826758932e-12
"ENSG00000151881.13"	1059.51773861665	-0.89724553370286	0.167345189478991	-5.36164521069487	8.246739056427e-08	2.88244750188212e-06
"ENSG00000152104.10"	4728.39144741804	0.596002303242973	0.18506006003336	3.22058851129484	0.00127927682585123	0.0140049275264965
"ENSG00000152217.15"	3200.22049152681	0.899984779291737	0.315012880538553	2.85697771390524	0.00427695866695117	0.0363368394176735
"ENSG00000152332.14"	8944.5374726064	-0.616944441898604	0.211553092641143	-2.91626293048397	0.00354251825510784	0.0313264608936496
"ENSG00000152977.8"	4.54976077583351	5.01051751744499	1.41113789311767	3.55069305549941	0.00038421822977318	0.00518649689901926
"ENSG00000153086.12"	16.6156629097318	1.26536164429253	0.398223238092672	3.17751834461771	0.0014854129254253	0.015821566085757
"ENSG00000154198.13"	18.9294404298587	-1.3375272915644	0.339719257215244	-3.93715476281332	8.24534330407558e-05	0.0014103812413164
"ENSG00000154493.16"	16.3784255392284	4.31314899509693	1.14824337757886	3.75630208657633	0.000172442525243606	0.00264646175870094
"ENSG00000154620.5"	55.5703143203872	22.7763788137528	3.74896055217469	6.07538502920249	1.23690574283523e-09	6.14690690392062e-08
"ENSG00000154642.9"	2499.62202997119	-0.618777655974693	0.209515958288025	-2.95336766244817	0.00314327348814048	0.0286408751792711
"ENSG00000154898.14"	22.3080684327529	2.0321886995493	0.452994850783804	4.48611876279182	7.25323215343471e-06	0.000166052515089671
"ENSG00000154997.8"	2.15877136748732	-3.29037829822632	1.14102026156166	-2.88371592431052	0.00393013109016691	0.0340159621942032
"ENSG00000155970.10"	992.478749698545	-0.777290173160748	0.255391255681085	-3.04352696449159	0.0023382248538321	0.0226296262886382
"ENSG00000156150.6"	24.0391396284341	4.2588967343871	0.550804386793142	7.73214018715969	1.05753392267063e-14	1.10002582623019e-12
"ENSG00000157021.9"	48.3797083848217	0.808614448146952	0.265907935590119	3.04095643611548	0.002358279490639	0.0227791648066798
"ENSG00000157107.12"	3197.64871095137	-0.77298465709019	0.202767745434456	-3.81216773621451	0.000137753338955248	0.00218775798016134
